feature_1,feature_10,feature_11,feature_12,feature_13,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9
3.89,False,False,False,False,False,False,False,False,False,True,False,False
0.15,False,False,False,False,False,False,False,False,False,True,False,False
0.05,False,False,False,False,False,False,False,False,False,True,False,False
0.05,False,False,False,False,False,False,False,False,False,True,False,False
0.05,False,False,False,False,False,False,False,False,False,True,False,False
0.05,False,False,False,False,False,False,False,False,False,True,False,False
0.0,False,False,False,False,False,False,False,False,False,True,False,False
0.05,False,False,False,False,False,False,False,False,False,True,False,False
0.05,False,False,False,False,False,False,False,False,False,True,False,False
0.05,False,False,False,False,False,False,False,False,False,True,False,False
3.37,False,False,False,False,False,False,False,False,False,True,False,False
28.06,False,False,False,False,False,False,False,False,False,True,False,False
16.45,False,False,False,False,False,False,False,False,False,True,False,False
12.43,False,False,False,False,False,False,False,False,False,True,False,False
14.450000000000001,False,False,False,False,False,False,False,False,False,True,False,False
21.4,False,False,False,False,False,False,False,False,False,True,False,False
31.369999999999997,False,False,False,False,False,False,False,False,False,True,False,False
23.03,False,False,False,False,False,False,False,False,False,True,False,False
16.92,False,False,False,False,False,False,False,False,False,True,False,False
13.95,False,False,False,False,False,False,False,False,False,True,False,False
7.58,False,False,False,False,False,False,False,False,False,True,False,False
0.2,False,False,False,False,False,False,False,False,False,True,False,False
0.05,False,False,False,False,False,False,False,False,False,True,False,False
0.05,False,False,False,False,False,False,False,False,False,True,False,False
0.75,False,False,False,False,False,False,False,False,False,True,False,False
0.05,False,False,False,False,False,False,False,False,False,True,False,False
0.0,False,False,False,False,False,False,False,False,False,True,False,False
0.05,False,False,False,False,False,False,False,False,False,True,False,False
0.05,False,False,False,False,False,False,False,False,False,True,False,False
2.34,False,False,False,False,False,False,False,False,False,True,False,False
18.1,False,False,False,False,False,False,False,False,False,True,False,False
17.950000000000003,False,False,False,False,False,False,False,False,False,True,False,False
17.9,False,False,False,False,False,False,False,False,False,True,False,False
4.609999999999999,False,False,False,False,False,False,False,False,False,True,False,False
15.830000000000002,False,False,False,False,False,False,False,False,False,True,False,False
13.31,False,False,False,False,False,False,False,False,False,True,False,False
4.81,False,False,False,False,False,False,False,False,False,True,False,False
0.2,False,False,False,False,False,False,False,False,False,True,False,False
1.94,False,False,False,False,False,False,False,False,False,True,False,False
24.18,False,False,False,False,False,False,False,False,False,True,False,False
8.719999999999999,False,False,False,False,False,False,False,False,False,True,False,False
15.57,False,False,False,False,False,False,False,False,False,True,False,False
17.05,False,False,False,False,False,False,False,False,False,True,False,False
15.84,False,False,False,False,False,False,False,False,False,True,False,False
5.45,False,False,False,False,False,False,False,False,False,True,False,False
3.65,False,False,False,False,False,False,False,False,False,True,False,False
2.08,False,False,False,False,False,False,False,False,False,True,False,False
0.05,False,False,False,False,False,False,False,False,False,True,False,False
0.05,False,False,False,False,False,False,False,False,False,True,False,False
0.05,False,False,False,False,False,False,False,False,False,True,False,False
0.05,False,False,False,False,False,False,False,False,False,True,False,False
0.05,False,False,False,False,False,False,False,False,False,True,False,False
0.0,False,False,False,False,False,False,False,False,False,True,False,False
0.05,False,False,False,False,False,False,False,False,False,True,False,False
0.05,False,False,False,False,False,False,False,False,False,True,False,False
0.05,False,False,False,False,False,False,False,False,False,True,False,False
8.94,False,False,False,False,False,False,False,False,False,True,False,False
28.55,False,False,False,False,False,False,False,False,False,True,False,False
34.239999999999995,False,False,False,False,False,False,False,False,False,True,False,False
16.6,False,False,False,False,False,False,False,False,False,True,False,False
12.620000000000001,False,False,False,False,False,False,False,False,False,True,False,False
5.05,False,False,False,False,False,False,False,False,False,True,False,False
3.65,False,False,False,False,False,False,False,False,False,True,False,False
3.65,False,False,False,False,False,False,False,False,False,True,False,False
8.7,False,False,False,False,False,False,False,False,False,True,False,False
7.82,False,False,False,False,False,False,False,False,False,True,False,False
2.05,False,False,False,False,False,False,False,False,False,True,False,False
0.0,False,False,False,False,False,False,False,False,False,True,False,False
0.05,False,False,False,False,False,False,False,False,False,True,False,False
0.05,False,False,False,False,False,False,False,False,False,True,False,False
0.05,False,False,False,False,False,False,False,False,False,True,False,False
0.05,False,False,False,False,False,False,False,False,False,True,False,False
0.05,False,False,False,False,False,False,False,False,False,True,False,False
0.0,False,False,False,False,False,False,False,False,False,True,False,False
0.05,False,False,False,False,False,False,False,False,False,True,False,False
7.48,False,False,False,False,False,False,False,False,False,True,False,False
9.99,False,False,False,False,False,False,False,False,False,True,False,False
2.1,False,False,False,False,False,False,False,False,False,True,False,False
7.66,False,False,False,False,False,False,False,False,False,True,False,False
14.5,False,False,False,False,False,False,False,False,False,True,False,False
7.34,False,False,False,False,False,False,False,False,False,True,False,False
3.86,False,False,False,False,False,False,False,False,False,True,False,False
0.15,False,False,False,False,False,False,False,False,False,True,False,False
0.05,False,False,False,False,False,False,False,False,False,True,False,False
6.23,False,False,False,False,False,False,False,False,False,True,False,False
17.75,False,False,False,False,False,False,False,False,False,True,False,False
17.450000000000003,False,False,False,False,False,False,False,False,False,True,False,False
17.200000000000003,False,False,False,False,False,False,False,False,False,True,False,False
12.340000000000002,False,False,False,False,False,False,False,False,False,True,False,False
18.0,False,False,False,False,False,False,False,False,False,True,False,False
15.42,False,False,False,False,False,False,False,False,False,True,False,False
9.32,False,False,False,False,False,False,False,False,False,True,False,False
3.73,False,False,False,False,False,False,False,False,False,True,False,False
0.15,False,False,False,False,False,False,False,False,False,True,False,False
0.05,False,False,False,False,False,False,False,False,False,True,False,False
0.05,False,False,False,False,False,False,False,False,False,True,False,False
0.75,False,False,False,False,False,False,False,False,False,True,False,False
0.05,False,False,False,False,False,False,False,False,False,True,False,False
0.05,False,False,False,False,False,False,False,False,False,True,False,False
0.05,False,False,False,False,False,False,False,False,False,True,False,False
0.0,False,False,False,False,False,False,False,False,False,True,False,False
0.05,False,False,False,False,False,False,False,False,False,True,False,False
0.05,False,False,False,False,False,False,False,False,False,True,False,False
0.05,False,False,False,False,False,False,False,False,False,True,False,False
0.05,False,False,False,False,False,False,False,False,False,True,False,False
13.2,False,False,False,False,False,False,False,False,False,True,False,False
14.5,False,False,False,False,False,False,False,False,False,True,False,False
10.71,False,False,False,False,False,False,False,False,False,True,False,False
18.310000000000002,False,False,False,False,False,False,False,False,False,True,False,False
23.96,False,False,False,False,False,False,False,False,False,True,False,False
17.8,False,False,False,False,False,False,False,False,False,True,False,False
17.4,False,False,False,False,False,False,False,False,False,True,False,False
17.4,False,False,False,False,False,False,False,False,False,True,False,False
17.4,False,False,False,False,False,False,False,False,False,True,False,False
12.98,False,False,False,False,False,False,False,False,False,False,True,False
3.65,False,False,False,False,False,False,False,False,False,False,True,False
3.65,False,False,False,False,False,False,False,False,False,False,True,False
3.65,False,False,False,False,False,False,False,False,False,False,True,False
3.65,False,False,False,False,False,False,False,False,False,False,True,False
3.6,False,False,False,False,False,False,False,False,False,False,True,False
1.9000000000000001,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.0,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
13.149999999999999,False,False,False,False,False,False,False,False,False,False,True,False
13.66,False,False,False,False,False,False,False,False,False,False,True,False
7.25,False,False,False,False,False,False,False,False,False,False,True,False
4.96,False,False,False,False,False,False,False,False,False,False,True,False
0.3,False,False,False,False,False,False,False,False,False,False,True,False
0.0,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
1.48,False,False,False,False,False,False,False,False,False,False,True,False
14.450000000000001,False,False,False,False,False,False,False,False,False,False,True,False
8.39,False,False,False,False,False,False,False,False,False,False,True,False
2.8499999999999996,False,False,False,False,False,False,False,False,False,False,True,False
0.15,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.0,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
1.6600000000000001,False,False,False,False,False,False,False,False,False,False,True,False
3.92,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
2.3899999999999997,False,False,False,False,False,False,False,False,False,False,True,False
18.05,False,False,False,False,False,False,False,False,False,False,True,False
17.9,False,False,False,False,False,False,False,False,False,False,True,False
14.19,False,False,False,False,False,False,False,False,False,False,True,False
25.64,False,False,False,False,False,False,False,False,False,False,True,False
29.21,False,False,False,False,False,False,False,False,False,False,True,False
19.67,False,False,False,False,False,False,False,False,False,False,True,False
17.55,False,False,False,False,False,False,False,False,False,False,True,False
8.23,False,False,False,False,False,False,False,False,False,False,True,False
3.65,False,False,False,False,False,False,False,False,False,False,True,False
3.65,False,False,False,False,False,False,False,False,False,False,True,False
3.65,False,False,False,False,False,False,False,False,False,False,True,False
0.39999999999999997,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.0,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.0,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
2.12,False,False,False,False,False,False,False,False,False,False,True,False
14.450000000000001,False,False,False,False,False,False,False,False,False,False,True,False
14.450000000000001,False,False,False,False,False,False,False,False,False,False,True,False
9.540000000000001,False,False,False,False,False,False,False,False,False,False,True,False
7.25,False,False,False,False,False,False,False,False,False,False,True,False
5.43,False,False,False,False,False,False,False,False,False,False,True,False
0.35,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
1.36,False,False,False,False,False,False,False,False,False,False,True,False
17.6,False,False,False,False,False,False,False,False,False,False,True,False
17.950000000000003,False,False,False,False,False,False,False,False,False,False,True,False
17.85,False,False,False,False,False,False,False,False,False,False,True,False
9.07,False,False,False,False,False,False,False,False,False,False,True,False
3.6,False,False,False,False,False,False,False,False,False,False,True,False
3.65,False,False,False,False,False,False,False,False,False,False,True,False
2.4899999999999998,False,False,False,False,False,False,False,False,False,False,True,False
6.46,False,False,False,False,False,False,False,False,False,False,True,False
17.75,False,False,False,False,False,False,False,False,False,False,True,False
5.840000000000001,False,False,False,False,False,False,False,False,False,False,True,False
2.11,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.0,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
22.77,False,False,False,False,False,False,False,False,False,False,True,False
32.44,False,False,False,False,False,False,False,False,False,False,True,False
32.25,False,False,False,False,False,False,False,False,False,False,True,False
15.49,False,False,False,False,False,False,False,False,False,False,True,False
12.46,False,False,False,False,False,False,False,False,False,False,True,False
12.52,False,False,False,False,False,False,False,False,False,False,True,False
12.16,False,False,False,False,False,False,False,False,False,False,True,False
2.55,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.0,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.0,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
9.78,False,False,False,False,False,False,False,False,False,False,True,False
14.5,False,False,False,False,False,False,False,False,False,False,True,False
9.58,False,False,False,False,False,False,False,False,False,False,True,False
7.300000000000001,False,False,False,False,False,False,False,False,False,False,True,False
2.24,False,False,False,False,False,False,False,False,False,False,True,False
0.15,False,False,False,False,False,False,False,False,False,False,True,False
0.0,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
1.15,False,False,False,False,False,False,False,False,False,False,True,False
18.830000000000002,False,False,False,False,False,False,False,False,False,False,True,False
28.200000000000003,False,False,False,False,False,False,False,False,False,False,True,False
26.46,False,False,False,False,False,False,False,False,False,False,True,False
21.0,False,False,False,False,False,False,False,False,False,False,True,False
12.23,False,False,False,False,False,False,False,False,False,False,True,False
6.85,False,False,False,False,False,False,False,False,False,False,True,False
6.65,False,False,False,False,False,False,False,False,False,False,True,False
6.6,False,False,False,False,False,False,False,False,False,False,True,False
4.26,False,False,False,False,False,False,False,False,False,False,True,False
2.6,False,False,False,False,False,False,False,False,False,False,True,False
0.4,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.0,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.0,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.0,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.0,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.0,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
9.06,False,False,False,False,False,False,False,False,False,False,True,False
0.21,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.0,False,False,False,False,False,False,False,False,False,False,True,False
4.57,False,False,False,False,False,False,False,False,False,False,True,False
15.29,False,False,False,False,False,False,False,False,False,False,True,False
28.51,False,False,False,False,False,False,False,False,False,False,True,False
22.369999999999997,False,False,False,False,False,False,False,False,False,False,True,False
18.15,False,False,False,False,False,False,False,False,False,False,True,False
22.42,False,False,False,False,False,False,False,False,False,False,True,False
14.04,False,False,False,False,False,False,False,False,False,False,True,False
2.44,False,False,False,False,False,False,False,False,False,False,True,False
0.1,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.0,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.0,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
11.01,False,False,False,False,False,False,False,False,False,False,True,False
17.950000000000003,False,False,False,False,False,False,False,False,False,False,True,False
16.12,False,False,False,False,False,False,False,False,False,False,True,False
3.65,False,False,False,False,False,False,False,False,False,False,True,False
3.65,False,False,False,False,False,False,False,False,False,False,True,False
1.09,False,False,False,False,False,False,False,False,False,False,True,False
3.09,False,False,False,False,False,False,False,False,False,False,True,False
14.450000000000001,False,False,False,False,False,False,False,False,False,False,True,False
11.07,False,False,False,False,False,False,False,False,False,False,True,False
7.050000000000001,False,False,False,False,False,False,False,False,False,False,True,False
1.7,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.65,False,False,False,False,False,False,False,False,False,False,True,False
0.0,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.0,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
17.34,False,False,False,False,False,False,False,False,False,False,True,False
10.0,False,False,False,False,False,False,False,False,False,False,True,False
3.03,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
4.300000000000001,False,False,False,False,False,False,False,False,False,False,True,False
17.55,False,False,False,False,False,False,False,False,False,False,True,False
17.55,False,False,False,False,False,False,False,False,False,False,True,False
17.28,False,False,False,False,False,False,False,False,False,False,True,False
20.55,False,False,False,False,False,False,False,False,False,False,True,False
21.5,False,False,False,False,False,False,False,False,False,False,True,False
21.28,False,False,False,False,False,False,False,False,False,False,True,False
17.9,False,False,False,False,False,False,False,False,False,False,True,False
17.950000000000003,False,False,False,False,False,False,False,False,False,False,True,False
14.830000000000002,False,False,False,False,False,False,False,False,False,False,True,False
3.65,False,False,False,False,False,False,False,False,False,False,True,False
3.6,False,False,False,False,False,False,False,False,False,False,True,False
3.8000000000000003,False,False,False,False,False,False,False,False,False,False,True,False
3.65,False,False,False,False,False,False,False,False,False,False,True,False
3.6,False,False,False,False,False,False,False,False,False,False,True,False
1.03,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
3.05,False,False,False,False,False,False,False,False,False,False,True,False
13.91,False,False,False,False,False,False,False,False,False,False,True,False
27.1,False,False,False,False,False,False,False,False,False,False,True,False
22.2,False,False,False,False,False,False,False,False,False,False,True,False
16.34,False,False,False,False,False,False,False,False,False,False,True,False
4.66,False,False,False,False,False,False,False,False,False,False,True,False
3.65,False,False,False,False,False,False,False,False,False,False,True,False
10.3,False,False,False,False,False,False,False,False,False,False,True,False
8.65,False,False,False,False,False,False,False,False,False,False,True,False
5.25,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.0,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.8,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.0,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.0,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.0,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.0,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.0,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.0,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.0,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.0,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.0,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
12.11,False,False,False,False,False,False,False,False,False,False,True,False
18.47,False,False,False,False,False,False,False,False,False,False,True,False
23.009999999999998,False,False,False,False,False,False,False,False,False,False,True,False
31.8,False,False,False,False,False,False,False,False,False,False,True,False
23.52,False,False,False,False,False,False,False,False,False,False,True,False
10.45,False,False,False,False,False,False,False,False,False,False,True,False
4.15,False,False,False,False,False,False,False,False,False,False,True,False
2.11,False,False,False,False,False,False,False,False,False,False,True,False
0.0,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.0,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.0,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.0,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
5.03,False,False,False,False,False,False,False,False,False,False,True,False
23.03,False,False,False,False,False,False,False,False,False,False,True,False
27.220000000000002,False,False,False,False,False,False,False,False,False,False,True,False
16.78,False,False,False,False,False,False,False,False,False,False,True,False
13.48,False,False,False,False,False,False,False,False,False,False,True,False
2.09,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.0,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.0,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.0,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.97,False,False,False,False,False,False,False,False,False,False,True,False
14.450000000000001,False,False,False,False,False,False,False,False,False,False,True,False
13.5,False,False,False,False,False,False,False,False,False,False,True,False
7.25,False,False,False,False,False,False,False,False,False,False,True,False
18.09,False,False,False,False,False,False,False,False,False,False,True,False
9.89,False,False,False,False,False,False,False,False,False,False,True,False
4.44,False,False,False,False,False,False,False,False,False,False,True,False
0.2,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.85,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
0.05,False,False,False,False,False,False,False,False,False,False,True,False
9.549999999999999,False,False,False,False,False,False,False,False,False,False,True,False
13.12,False,False,False,False,False,False,False,False,False,False,True,False
7.25,False,False,False,False,False,False,False,False,False,False,True,False
2.3200000000000003,False,False,False,False,False,False,False,False,False,False,True,False
0.15,False,False,False,False,False,False,False,False,False,False,True,False
0.0,False,False,False,False,False,False,False,False,False,False,True,False
6.97,False,False,False,False,False,False,False,False,False,False,True,False
10.11,False,False,False,False,False,False,False,False,False,False,True,False
2.1,False,False,False,False,False,False,False,False,False,False,True,False
3.37,False,False,False,False,False,False,False,False,False,False,True,False
